id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,s_edu,s_political,s_hukou,s_work_exper,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,F,Z,q
4627,3,1,7,18,38,2015/8/14 9:55,2,61,1,1,1,10,4,53000,4,110,0,0,1,0,0,0,0,0,0,165,120,4,4,4,2,1,3,3,2,4,4,4,1,4,4,1,5,3,3,2,1,5,5,1,2,4,3,1,2,4,3,6,5,6,4,5,1,1,2,2,110000,2,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,3,37,65,10,4,2,5,3,4,1,1,1,15,1,1,4,2,60000,4,4,4,4,4,4,3,3,3,3,1,4,70,70,80,90,60,80,70,90,80,1,0,-4
4628,1,1,4,7,16,2015/10/17 15:07,1,28,1,1,2,9,4,80000,2,30,1,0,0,0,0,0,0,0,0,170,125,3,5,4,1,3,5,2,2,2,5,2,5,3,3,1,4,3,2,1,2,5,5,1,2,2,5,6,4,6,3,4,1,6,2,1,1,1,2,2,80000,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,4,0,1,3,4,1,2,4,1,2,2,1,3,2,200000,4,4,4,4,5,4,4,5,3,3,3,3,50,50,50,50,50,40,60,40,40,3,2,0
4629,3,2,16,46,78,2015/7/29 14:04,2,55,1,1,1,1,1,0,1,150,0,0,0,1,0,0,0,0,0,160,124,4,3,4,1,1,1,1,1,4,1,1,1,5,3,5,5,4,5,5,5,5,5,5,2,2,1,5,7,1,4,6,5,7,3,5,1,1,2,2,36000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,32,57,1,1,1,1,1,1,2,1,1,2,2,2,4,2,10000,5,4,4,4,5,4,3,5,4,3,3,4,87,78,85,80,84,86,77,80,76,1,1,-2
4630,3,1,5,8,24,2015/8/4 13:42,2,67,1,0,9,4,4,12000,1,107,0,0,1,0,0,0,0,0,0,156,120,4,4,4,2,2,2,2,1,5,1,2,1,5,2,4,4,3,3,3,2,5,5,5,4,4,1,1,1,1,4,4,5,6,5,5,1,1,2,2,40000,2,3,1,2,0,1,0,0,0,0,0,0,0,3,0,0,7,44,67,4,0,1,3,2,1,2,1,1,2,2,1,4,2,500000,4,4,4,4,4,4,4,4,4,4,2,5,80,80,80,80,80,80,80,80,80,-1,2,0
4631,3,1,22,67,107,2015/7/8 9:46,2,43,1,1,1,12,4,30000,4,138,0,1,0,0,0,0,0,0,0,174,140,5,4,5,2,1,4,4,1,2,2,1,2,3,4,1,4,4,2,4,2,4,5,3,3,4,2,7,3,1,5,7,5,8,9,1,1,1,2,2,80000,3,3,2,2,0,0,1,0,0,0,0,0,0,0,1,1,3,18,42,12,1,2,1,12,4,10,6,1,6,2,1,4,3,60000,5,5,4,4,5,4,4,5,4,3,1,4,90,90,80,90,90,90,90,95,95,2,1,1
4632,1,2,31,89,134,2015/8/20 10:44,1,69,1,1,1,1,1,3000,1,84,0,1,0,0,0,0,0,0,0,172,126,2,2,3,1,1,1,1,1,3,1,1,1,5,3,5,4,4,4,2,5,5,5,5,2,3,1,1,6,1,2,5,4,5,3,4,2,2,2,2,4000,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,0,3,42,66,1,1,1,4,1,1,2,1,1,2,3,3,4,2,50000,3,3,3,3,4,4,4,4,4,3,1,5,90,80,60,60,50,60,60,60,80,1,0,-3
4633,4,2,9,20,42,2015/7/5 15:57,2,30,1,1,1,5,4,0,1,180,0,0,0,0,1,0,0,0,0,155,80,3,3,3,1,1,3,2,1,4,5,4,3,4,4,3,4,4,3,4,4,5,4,1,3,4,1,3,3,1,2,5,7,10,4,6,1,2,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,5,31,5,1,1,1,4,1,2,3,1,2,3,2,4,3,100000,4,3,4,4,4,4,2,3,2,2,2,4,80,80,60,70,60,80,80,80,10,-2,5,-1
4634,3,1,6,17,33,2015/8/3 15:55,2,80,1,1,1,4,4,24000,1,85,0,1,0,0,0,0,0,0,0,155,90,4,2,4,5,2,4,4,1,5,1,1,1,5,5,3,5,4,5,5,5,5,5,5,1,4,1,3,3,1,3,4,4,4,4,5,1,1,2,2,24000,1,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,7,59,80,4,0,1,3,2,1,2,1,1,2,2,2,5,2,30000,4,4,3,3,4,4,4,4,4,3,1,4,80,80,80,80,80,80,80,80,80,0,0,0
4635,3,2,6,12,28,2015/7/31 16:38,2,64,1,1,1,1,1,0,1,90,0,0,1,0,0,0,0,0,0,162,114,2,1,3,1,1,1,1,1,2,1,1,4,5,5,5,5,3,4,5,5,5,5,5,4,4,1,1,1,1,4,5,5,5,5,4,1,2,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,46,66,3,1,1,4,3,1,2,1,1,2,2,2,5,3,50000,3,3,3,3,3,3,3,3,3,3,3,4,80,80,80,80,80,80,80,80,80,0,0,-2
4636,3,1,22,65,104,2015/7/4 16:53,1,44,1,1,1,6,4,30000,4,75,0,1,0,0,0,0,0,0,0,170,155,3,4,4,2,2,2,3,4,5,2,1,1,4,3,2,2,4,4,5,4,3,5,4,2,4,3,7,2,2,3,5,3,5,2,1,1,1,2,2,80000,4,2,2,2,0,1,0,0,0,0,0,0,0,2,0,2,3,15,39,7,1,2,1,3,1,2,1,1,2,2,2,4,2,72000,3,3,3,3,4,3,3,4,4,4,1,2,70,85,70,80,80,80,90,60,60,2,0,-5
4637,3,2,11,30,53,2015/7/19 11:45,2,58,1,1,1,3,4,0,1,140,0,0,1,0,0,0,0,0,0,156,115,4,5,5,1,1,1,1,1,4,1,3,2,5,4,5,5,4,4,5,1,5,5,5,5,4,1,1,1,1,1,3,1,4,1,4,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,36,60,1,1,1,3,1,1,2,1,1,2,2,1,4,2,50000,5,3,3,3,5,4,1,4,3,3,1,5,80,70,54,80,60,75,65,80,80,2,1,-2
4638,3,1,17,49,82,2015/7/26 9:50,2,63,1,1,1,7,4,38400,1,90,0,0,1,0,0,0,0,0,0,153,120,2,2,2,5,2,1,2,3,3,2,1,2,5,3,5,5,3,3,2,5,5,5,5,1,5,1,3,3,1,2,3,3,2,2,5,1,1,2,2,80400,4,3,2,2,0,1,0,0,0,0,0,0,0,1,2,0,3,36,61,12,4,4,5,3,1,1,1,1,2,3,3,4,3,10000,4,4,4,4,4,5,3,4,4,3,2,3,90,85,70,70,80,70,90,85,90,0,-1,2
4639,4,1,8,19,41,2015/8/4 10:02,1,21,4,0,6,11,1,0,1,150,0,0,0,0,1,0,0,0,0,172,126,5,5,3,1,2,2,3,1,4,5,1,1,3,3,2,4,3,4,1,2,4,5,1,1,4,3,3,3,1,4,3,2,5,3,6,1,2,2,2,40000,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,4,0,1,3,6,1,2,1,1,2,2,1,5,2,50000,5,4,4,4,4,4,4,1,3,3,3,3,80,60,70,70,70,60,60,70,70,1,2,0
4640,3,2,13,37,68,2015/9/1 21:06,2,22,1,1,1,8,4,18000,2,100,0,0,0,0,0,1,0,0,0,157,100,3,5,3,1,1,2,3,3,4,4,1,1,3,3,3,5,3,4,1,4,5,1,1,3,3,3,2,3,6,3,5,3,5,5,5,1,2,2,2,40000,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,30,12,0,1,1,4,1,8,4,1,12,2,2,3,3,36000,3,4,4,3,4,4,3,4,4,3,1,4,50,50,50,50,50,50,50,50,50,2,0,-8
4641,3,1,12,32,55,2015/9/9 19:54,2,63,1,1,1,3,4,10000,1,70,0,1,1,1,0,0,0,0,0,155,130,4,4,3,4,1,3,2,3,4,3,1,2,5,1,5,5,4,3,5,5,5,4,1,3,3,1,5,5,2,3,4,2,5,1,4,1,1,2,2,100000,4,3,1,2,0,0,1,1,0,0,0,0,0,1,1,0,3,41,66,3,4,5,5,1,1,2,1,1,2,2,2,3,2,50000,4,4,4,4,4,2,2,4,2,2,2,3,70,70,70,70,70,70,70,70,70,2,1,-3
4642,3,2,29,83,126,2015/7/23 9:47,2,80,1,0,4,1,1,0,1,90,0,1,1,0,0,0,0,0,0,163,120,4,4,3,1,1,2,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6,6,1,3,4,3,5,3,6,1,1,2,2,10000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,50,79,1,1,1,4,1,1,2,1,1,2,2,2,4,2,6000,5,4,5,4,5,4,4,4,4,3,3,4,90,80,90,80,80,90,90,90,80,1,1,1
4643,3,1,22,66,106,2015/7/11 13:39,1,29,1,1,3,6,4,60000,1,160,0,1,0,0,0,0,0,0,0,178,140,5,5,4,5,1,3,3,2,5,5,2,1,4,3,4,3,3,2,1,4,5,1,1,2,4,2,3,2,2,2,5,5,7,4,1,1,1,2,2,60000,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,4,29,9,1,5,1,10,4,1,3,1,2,2,1,4,2,10000,4,4,4,4,4,4,3,4,3,4,3,4,70,60,70,70,70,70,70,80,80,0,2,0
4644,3,2,9,23,45,2015/7/4 9:56,1,74,1,1,1,3,2,6000,1,300,0,1,0,0,0,0,0,0,0,168,120,4,4,5,1,1,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,4,5,2,2,1,3,3,1,4,5,4,6,3,3,1,2,2,2,6000,5,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,3,52,73,1,1,1,3,1,1,2,1,1,2,2,1,4,3,10000,5,5,5,5,5,4,4,4,5,4,3,4,80,80,80,90,80,80,80,80,90,1,1,-1
4645,3,2,18,52,86,2015/7/19 14:38,1,49,1,1,3,4,4,25000,1,80,0,0,0,1,0,0,0,0,0,170,150,4,4,4,1,1,2,2,1,5,1,1,1,5,3,3,5,4,3,5,1,5,5,5,4,4,2,1,2,1,3,5,3,7,2,2,1,2,2,2,40000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,27,48,3,1,1,5,3,1,2,1,1,15,2,1,4,2,30000,4,3,4,3,5,3,3,4,3,3,2,5,80,85,80,80,70,75,80,75,70,2,2,-1
4646,3,2,31,86,129,2015/8/18 8:52,2,46,1,1,1,6,4,30000,1,162,0,0,1,0,0,0,0,0,0,159,145,3,4,5,2,2,2,1,5,5,3,1,1,5,4,5,5,3,5,4,5,5,5,4,2,3,1,3,7,1,3,1,1,5,6,1,1,1,2,2,60000,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,3,23,46,6,1,2,1,4,1,1,4,1,1,3,2,4,2,10000,4,4,3,5,4,4,3,5,4,5,2,5,60,80,50,60,20,80,80,50,80,0,4,0
4647,0,2,31,87,132,2015/8/13 19:27,2,36,1,1,1,4,4,5000,1,90,0,0,0,0,0,1,0,0,0,158,120,4,5,5,1,1,2,1,4,4,3,3,1,5,4,4,5,4,4,4,5,5,5,2,2,4,2,7,3,1,4,6,5,10,4,3,1,1,2,2,40000,5,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,15,37,4,0,2,1,3,1,2,1,1,2,2,1,3,2,10000000,4,3,5,3,5,4,3,5,3,4,1,3,100,99,80,99,99,70,99,99,99,1,4,-1
4648,3,2,5,10,26,2015/7/31 9:17,2,49,1,1,1,3,4,5000,1,100,0,1,0,0,0,0,0,0,0,160,120,4,4,4,1,1,2,2,2,4,2,2,2,3,4,4,4,3,2,3,4,3,5,5,3,3,3,2,2,2,4,5,2,5,1,3,1,2,2,2,15000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,19,51,3,1,1,3,6,1,16,1,1,2,3,2,4,3,60000,4,4,4,3,4,3,2,2,4,2,2,5,70,70,70,70,80,80,70,70,70,3,0,-2
4649,4,2,11,31,54,2015/7/16 10:58,2,21,1,1,1,12,1,2000,2,100,0,0,0,0,1,0,0,0,0,160,96,5,3,4,1,1,3,3,2,4,4,4,2,4,4,1,3,4,3,2,2,3,5,2,2,4,5,4,5,1,4,3,2,6,4,5,1,2,2,2,50000,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,4,0,1,3,4,1,2,4,1,2,2,2,3,2,100000,4,5,4,3,5,3,3,5,3,2,1,2,90,85,90,87,80,90,90,90,90,1,3,0
4650,3,1,21,64,102,2015/7/19 16:14,1,21,1,1,1,9,1,0,2,88,0,0,0,0,1,0,0,0,0,170,90,4,5,3,2,1,2,2,1,5,4,4,1,5,3,3,5,4,4,5,5,4,5,2,1,5,2,3,3,1,2,1,1,1,1,1,1,1,2,2,20000,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,21,4,0,1,3,4,1,4,4,1,4,2,2,5,2,30000,5,5,4,4,3,3,2,4,2,2,1,3,80,70,60,60,60,80,30,60,0,0,0,0
4651,4,1,4,7,21,2015/10/2 10:29,1,87,1,1,1,1,1,36000,4,80,0,1,0,0,0,0,0,0,0,165,120,2,2,2,5,1,1,1,5,5,1,1,1,5,1,5,5,4,4,5,1,5,5,5,1,5,1,3,3,1,4,5,4,5,3,5,1,1,2,2,36000,2,2,1,2,0,1,0,0,0,0,0,0,0,3,0,0,7,0,87,4,0,1,3,3,1,2,1,1,2,3,2,4,2,36000,1,1,1,1,2,1,1,3,1,3,1,1,80,70,70,70,70,70,70,70,70,1,0,0
4652,4,1,19,59,95,2015/7/16 15:13,2,28,1,1,1,10,4,30000,1,80,0,0,1,0,0,0,0,0,0,168,100,5,5,5,1,2,1,1,2,4,3,1,2,5,4,5,5,4,4,5,4,4,4,1,3,3,3,7,3,1,4,5,4,6,4,1,1,1,2,2,100000,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,4,33,12,1,5,1,3,1,2,4,1,2,2,2,3,3,50000,4,4,3,3,4,3,3,3,4,3,3,2,80,80,80,90,90,80,80,80,80,1,1,-5
4653,3,1,10,27,50,2015/7/27 17:38,1,28,1,1,1,10,4,20000,1,300,0,0,0,0,1,0,0,0,0,178,115,5,5,5,1,1,2,2,3,4,4,2,1,5,3,4,4,4,4,2,5,5,5,1,2,3,2,5,5,2,3,5,5,7,5,2,1,1,2,2,35000,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,27,10,1,1,1,6,1,2,6,1,2,2,1,4,2,40000,4,4,4,4,5,4,3,4,4,4,3,4,90,90,80,80,80,90,90,90,90,0,2,-1
4654,4,1,10,27,50,2015/7/28 17:00,1,52,1,1,1,6,4,40000,4,150,0,1,1,0,0,0,0,0,0,172,145,3,4,5,1,1,1,1,4,4,1,1,1,4,3,2,4,4,4,2,2,5,5,4,3,3,3,3,3,1,3,6,6,6,4,1,1,1,1,2,100000,4,4,3,2,0,1,0,0,0,0,0,0,0,1,1,0,3,32,53,4,2,1,1,1,1,1,1,1,2,2,1,4,2,60000,4,4,4,4,5,4,4,4,4,4,3,4,100,100,100,100,80,80,90,90,90,0,0,1
4655,3,1,15,43,74,2015/7/11 8:29,2,52,1,0,4,6,4,20400,1,120,0,1,0,0,0,0,0,0,0,168,140,4,4,5,5,2,2,2,1,5,5,2,1,4,2,4,3,2,2,3,2,5,4,1,4,4,2,2,2,3,4,5,5,5,5,5,1,1,2,2,70000,4,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,3,30,52,4,1,5,5,2,1,1,2,1,1,1,3,4,2,36000,5,2,3,3,5,3,3,3,3,3,4,2,60,60,60,60,60,60,60,60,60,0,0,0
4656,3,1,7,18,38,2015/8/2 9:27,2,24,1,1,1,12,4,1000,1,42,0,0,0,0,1,0,0,0,0,161,96,5,5,4,2,1,1,1,1,1,5,3,4,3,3,5,4,4,3,1,3,5,5,1,2,4,3,7,5,2,2,3,4,7,3,5,1,1,2,2,40000,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,4,0,1,3,6,1,12,6,1,1,3,2,4,3,100000,4,4,4,4,5,5,4,5,3,4,2,2,60,40,30,50,30,50,50,60,60,-1,4,0
4657,2,1,26,74,114,2015/8/12 11:55,2,50,1,1,1,9,4,12000,1,106,0,1,0,0,0,0,0,0,0,165,100,4,4,4,2,1,3,2,3,4,4,4,1,5,3,2,4,4,4,1,1,5,1,1,4,3,3,3,3,1,2,6,8,6,7,1,1,1,1,2,40000,1,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,3,25,53,9,1,2,1,3,1,5,3,1,1,2,3,4,3,50000,4,3,3,3,4,4,4,4,4,4,5,4,90,80,90,90,80,80,90,80,80,-2,0,-3
4658,3,1,31,88,133,2015/8/19 16:38,2,19,1,1,1,12,1,0,2,90,0,1,0,0,0,0,0,0,0,165,105,5,5,5,1,2,3,3,1,1,5,4,1,2,2,2,5,4,4,2,2,5,5,1,1,5,4,3,3,6,2,4,2,5,3,6,1,2,2,2,2000000,2,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,4,0,1,3,1,1,2,4,1,2,2,2,4,2,500000,2,1,2,2,2,2,2,2,2,2,1,3,40,30,40,60,20,40,50,60,60,2,1,0
4659,3,1,7,18,34,2015/8/1 10:48,1,59,1,1,1,6,4,24000,4,38,0,0,0,0,0,0,0,0,1,164,150,4,4,4,2,2,4,2,2,4,1,1,1,5,4,2,5,4,4,5,2,5,5,5,2,3,3,6,5,1,4,5,5,5,4,1,1,1,2,2,24000,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,33,60,9,4,2,1,3,4,1,1,1,2,2,2,3,2,50000,4,4,4,4,4,4,4,4,4,4,4,2,85,85,80,70,85,80,75,80,80,0,0,1
4660,3,2,28,81,123,2015/7/31 16:32,1,67,1,1,1,1,1,1000,1,192,0,1,0,0,0,0,0,0,0,162,107,2,5,4,5,1,1,1,1,4,1,1,1,4,3,5,5,3,4,5,1,5,5,5,4,4,1,1,6,1,3,4,4,4,5,4,2,2,2,2,1000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,44,63,3,1,4,4,1,1,2,1,1,2,3,3,4,2,12000,4,4,4,4,5,5,4,4,4,3,1,5,60,60,60,60,60,60,60,60,60,0,0,-4
4661,4,2,6,12,28,2015/7/31 17:44,2,66,1,1,1,3,2,13200,1,160,0,1,1,0,0,0,0,0,0,158,125,5,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,4,2,5,3,5,5,5,4,4,1,2,2,2,3,3,3,3,1,4,1,1,2,2,26000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,50,68,3,1,1,4,1,1,16,1,1,2,3,2,3,2,50000,5,5,5,5,5,4,3,4,4,5,2,5,80,60,70,70,70,80,70,70,70,0,0,-2
4662,3,1,13,37,68,2015/9/7 16:27,2,34,1,1,1,7,4,36000,1,124,0,0,0,0,0,1,0,0,0,150,100,4,4,4,1,2,2,2,1,2,4,1,3,5,3,4,5,4,3,1,5,5,5,1,2,2,2,7,5,1,4,5,3,5,1,1,2,2,1,1,117240,5,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,10,38,7,1,2,5,4,1,1,6,1,15,2,2,4,2,50000,3,3,3,3,4,3,2,4,4,4,1,4,80,85,70,70,70,75,60,65,60,2,0,-4
4663,3,2,18,52,86,2015/7/19 10:15,2,31,1,1,1,4,4,24000,1,250,0,0,0,0,0,1,0,0,0,160,128,5,5,3,1,1,1,1,1,5,5,1,1,5,5,5,5,4,5,5,5,5,5,1,5,3,2,1,1,1,3,5,5,6,4,5,1,1,1,1,20000,5,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,8,28,3,1,1,1,4,1,1,4,1,1,2,2,4,3,30000,5,4,4,4,5,3,1,3,2,2,1,5,50,60,70,80,80,90,60,40,70,0,1,3
4664,4,1,19,57,93,2015/7/15 18:40,1,82,1,0,1,3,2,12000,1,93,0,0,0,0,0,0,0,0,1,166,125,4,3,4,4,3,4,2,2,5,1,1,1,5,4,1,5,4,4,5,1,5,5,5,4,4,1,7,7,1,4,5,5,5,1,4,1,1,1,2,24000,2,2,1,2,0,1,0,0,0,0,0,0,0,4,0,0,3,56,77,1,1,4,4,3,1,2,1,1,2,3,2,4,2,50000,4,4,5,5,5,4,3,5,4,3,2,2,100,70,70,70,70,70,70,70,70,0,0,-5
4665,3,1,7,18,35,2015/8/12 9:47,1,82,1,1,1,12,4,60000,4,17,0,0,0,0,0,0,0,0,1,173,142,4,4,5,2,1,4,1,4,4,1,1,1,5,5,1,5,5,5,5,1,5,5,5,1,4,2,3,3,1,4,7,7,7,5,5,1,1,2,2,72000,2,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0,3,64,84,1,1,2,6,1,1,2,1,1,2,1,2,4,2,60000,3,3,4,4,5,4,3,4,4,3,2,3,75,70,75,80,70,85,85,75,80,0,0,2
4666,3,1,1,1,3,2015/9/21 13:35,1,53,1,1,1,6,4,35000,1,41,0,0,0,0,0,0,0,1,0,175,145,4,5,4,2,1,4,3,3,5,4,3,1,4,4,2,5,4,4,3,3,5,5,1,3,4,3,4,4,3,2,5,4,6,5,1,1,1,2,2,80000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,26,51,6,1,2,5,3,1,2,1,1,1,2,3,4,3,50000,4,4,4,4,4,4,4,4,4,4,3,3,60,70,60,70,70,80,80,60,60,1,1,-2
4667,3,2,31,87,131,2015/8/17 15:30,1,63,1,1,1,3,2,5000,1,60,0,1,0,0,0,0,0,0,0,172,140,4,5,5,1,1,1,1,1,3,1,1,1,5,5,5,5,4,5,2,5,5,4,5,3,3,1,7,6,2,3,1,1,2,1,3,1,1,2,2,20000,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,35,59,1,1,1,4,1,1,2,1,1,2,3,3,4,3,30000,4,4,4,4,4,4,1,4,4,3,1,5,100,40,60,60,60,60,60,60,60,0,1,-4
4668,3,1,1,1,3,2015/9/28 19:15,2,56,1,1,1,6,4,39000,1,36,0,1,1,0,0,0,0,0,0,158,120,5,5,5,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,4,4,1,2,3,3,7,6,1,4,6,6,6,6,5,1,1,1,1,100000,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,3,33,54,6,1,2,1,3,1,2,1,1,2,2,2,3,2,50000,5,5,5,5,5,5,5,4,4,4,4,2,100,90,90,90,70,70,70,70,60,0,0,2
4669,2,1,1,1,4,2015/9/25 16:04,2,34,1,1,1,11,4,60000,1,78,0,0,0,0,0,0,0,0,1,160,100,4,4,4,2,3,2,2,2,2,5,1,3,3,3,3,3,3,3,5,5,5,5,5,2,2,2,3,3,1,4,6,4,7,4,1,1,1,1,1,120000,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,34,11,1,2,1,4,1,2,4,1,2,2,2,3,2,150000,3,3,3,3,3,3,2,2,1,1,1,3,80,80,80,80,80,80,80,80,80,2,1,0
4670,3,2,2,5,12,2015/8/7 11:47,1,56,8,1,1,4,4,20000,1,90,0,1,0,0,0,0,0,0,0,165,154,2,2,3,1,1,3,1,2,4,1,1,1,5,3,4,5,3,3,4,5,5,5,5,4,3,2,2,2,1,4,4,3,4,3,3,1,1,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,3,33,50,3,1,1,3,1,1,2,1,1,2,3,2,4,2,50000,4,4,4,4,4,3,2,4,3,3,1,4,80,80,87,80,80,80,70,85,80,1,0,-6
4671,3,1,12,34,64,2015/8/16 10:37,2,44,1,1,1,9,4,200000,1,94,0,1,0,0,0,0,0,0,0,158,100,4,4,4,2,1,2,2,1,3,5,2,3,3,4,3,4,2,3,4,3,5,5,1,3,3,4,6,2,2,3,6,5,8,5,1,1,1,1,2,40000,2,4,4,1,0,0,1,1,0,0,0,0,0,1,0,1,6,18,44,4,0,1,3,10,4,1,1,1,10,1,1,4,2,200000,4,3,4,4,4,4,3,3,3,3,2,4,50,50,70,80,75,80,50,70,90,1,2,0
4672,3,1,10,27,49,2015/7/27 15:00,1,56,1,1,1,3,4,0,1,60,0,1,0,0,0,0,0,0,0,175,140,4,4,4,2,1,3,2,2,4,2,1,1,5,2,2,5,3,3,2,3,5,5,3,3,4,1,2,3,2,2,4,2,5,1,5,1,1,2,2,26400,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,41,53,3,1,2,1,3,1,2,3,1,2,2,2,4,3,4000,4,3,4,4,5,4,4,4,3,4,1,3,60,60,50,40,50,60,60,70,70,2,1,-3
4673,3,1,31,87,130,2015/8/15 9:29,2,30,1,1,1,3,4,0,1,50,0,0,0,0,0,0,0,0,1,162,120,3,4,2,1,1,1,1,1,5,4,4,1,5,3,5,5,3,3,1,5,5,5,1,4,4,1,3,5,1,1,1,5,5,5,6,1,2,2,2,50000,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,3,11,32,4,1,2,1,3,1,2,3,1,2,3,3,3,2,20000,5,4,4,4,5,4,2,4,4,4,1,3,90,80,20,50,50,50,50,60,90,-4,4,-2
4674,1,2,2,3,10,2015/7/26 18:00,1,75,1,1,3,3,3,1200,1,80,0,1,0,0,0,0,0,0,0,160,90,3,3,2,1,1,1,1,1,1,1,1,5,5,5,5,5,4,1,5,5,5,5,5,5,4,1,1,1,1,3,2,3,1,3,4,1,1,2,2,1200,1,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,7,53,75,4,0,1,3,1,1,16,1,1,2,3,3,4,2,50000,4,3,3,3,4,2,2,3,2,3,2,3,70,70,60,65,60,80,80,70,70,-1,-1,0
4675,3,1,1,1,6,2015/8/28 8:39,1,44,1,1,1,12,4,200000,1,100,0,1,1,0,0,0,0,0,0,174,130,5,5,5,2,2,2,2,2,3,5,5,2,4,4,4,4,4,3,4,4,4,5,1,1,3,3,3,3,3,4,5,5,5,5,1,1,1,2,2,300000,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,18,40,11,1,4,1,10,3,1,1,1,2,2,2,3,2,50000,4,4,4,4,4,4,3,4,3,3,2,3,6,5,3,3,2,3,3,3,4,0,0,-4
4676,3,1,18,52,86,2015/7/19 17:12,2,36,1,1,1,6,4,25000,1,106,0,1,1,0,0,0,0,0,0,168,105,4,4,4,1,1,1,2,1,4,1,1,1,4,1,5,5,4,4,5,3,5,3,5,2,2,2,2,3,1,4,4,3,4,3,1,1,2,2,2,60000,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,16,38,6,1,1,1,1,1,2,1,1,2,2,1,4,2,50000,5,4,5,3,5,5,2,3,4,3,2,5,80,80,80,70,70,70,60,70,70,1,0,-2
